text,label,predicted_category,auto_corrected
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
weapon,weapons,nonmilitary,
airplanebicyclebicycle wheelhuman faceland vehiclepersonwheel,nonmilitary,aircraft,aircraft
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
boathelicopter,nonmilitary,maritime,maritime
airplanemanperson,nonmilitary,aircraft,aircraft
airplanemanperson,nonmilitary,aircraft,aircraft
personweapon,weapons,nonmilitary,
personweapon,weapons,nonmilitary,
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
cannon,weapons,nonmilitary,
cannon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
airplanefootwearmanwheel,nonmilitary,aircraft,aircraft
airplanecar tirefootwearperson,nonmilitary,aircraft,aircraft
airplanecar tirefootwearperson,nonmilitary,aircraft,aircraft
airplanecar tirefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearperson,nonmilitary,aircraft,aircraft
airplanefootwearmanperson,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearperson,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearperson,nonmilitary,aircraft,aircraft
airplanefootwearmanperson,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearperson,nonmilitary,aircraft,aircraft
airplanefootwearland vehiclepersonwheel,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplanefootwearman,nonmilitary,aircraft,aircraft
airplaneland vehiclepersonwheel,nonmilitary,aircraft,aircraft
airplaneland vehiclemanwheel,nonmilitary,aircraft,aircraft
airplaneland vehiclemanpersonwheel,nonmilitary,aircraft,aircraft
land vehiclepersonposterrifle,nonmilitary,weapons,weapons
land vehiclepersonposterrifleweapon,nonmilitary,weapons,weapons
land vehiclepersonposterrifle,nonmilitary,weapons,weapons
weapon,weapons,nonmilitary,
airplanecar tirewheel,nonmilitary,aircraft,aircraft
mantrousers,weapons,nonmilitary,
flagmansuit,maritime,nonmilitary,
flagmansuit,maritime,nonmilitary,
flagmansuit,maritime,nonmilitary,
flagmansuit,maritime,nonmilitary,
flagmansuit,maritime,nonmilitary,
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
weapon,weapons,nonmilitary,
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
handgun,nonmilitary,weapons,weapons
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
helmethuman facemansunglassesvehicle,weapons,nonmilitary,
weapon,weapons,nonmilitary,
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirehuman facemantruck,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiremantruck,nonmilitary,ground_vehicles,ground_vehicles
human facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckvehicle registration platewheel,nonmilitary,ground_vehicles,ground_vehicles
human facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
mantruckvehicle registration platewheel,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
land vehiclemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truck,nonmilitary,ground_vehicles,ground_vehicles
truck,nonmilitary,ground_vehicles,ground_vehicles
microphonetruck,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
fishseafood,maritime,nonmilitary,
boatperson,nonmilitary,maritime,maritime
boatfishfootwearperson,nonmilitary,maritime,maritime
weapon,weapons,nonmilitary,
personweapon,weapons,nonmilitary,
personweapon,weapons,nonmilitary,
personweapon,weapons,nonmilitary,
personweapon,weapons,nonmilitary,
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tirehousetruckwindow,nonmilitary,ground_vehicles,ground_vehicles
car tirehousetruck,nonmilitary,ground_vehicles,ground_vehicles
car tirehousetruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearjacketmantruck,nonmilitary,ground_vehicles,ground_vehicles
carfootwearjacketmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carfootwearmanstreet lighttruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearhuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carfootwearhuman facejacketmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearhuman facejacketmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
mobile phonerifletable,nonmilitary,weapons,weapons
truck,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
helmethuman facepersonweapon,weapons,nonmilitary,
helmethuman facepersonweapon,weapons,nonmilitary,
helmethuman facepersonweapon,weapons,nonmilitary,
helmethuman facepersonweapon,weapons,nonmilitary,
helmethuman facepersonweapon,weapons,nonmilitary,
helmethuman facepersonweapon,weapons,nonmilitary,
doorweapon,weapons,nonmilitary,
airplanefootwearperson,nonmilitary,aircraft,aircraft
carmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carhelmetmantruckwheel,weapons,ground_vehicles,ground_vehicles
carcar tirehelmetland vehiclemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tireland vehiclemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirehelmetmanmotorcycletruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carhelmetmantruckwheel,weapons,ground_vehicles,ground_vehicles
carhelmetmotorcyclepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facemantietrousers,weapons,nonmilitary,
human facemansuittietrousers,weapons,nonmilitary,
coatmantrousers,weapons,nonmilitary,
human facemantietrousers,weapons,nonmilitary,
human facemantrousers,weapons,nonmilitary,
human facemantietrousers,weapons,nonmilitary,
human facemanpersonsuittietrousers,weapons,nonmilitary,
human facemansuittrousers,weapons,nonmilitary,
human facemansuittrousers,weapons,nonmilitary,
buscartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
helmethuman facejacketman,weapons,nonmilitary,
footwearhelmethuman faceperson,weapons,nonmilitary,
personposterweapon,weapons,nonmilitary,
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrouserstruck,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrouserstruck,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrouserstruck,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrouserstruck,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantrucktrousers,nonmilitary,ground_vehicles,ground_vehicles
car tirepenguintruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepenguintruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepenguintruckwheel,nonmilitary,ground_vehicles,ground_vehicles
airplaneposter,nonmilitary,aircraft,aircraft
helicoptermantrousers,nonmilitary,aircraft,aircraft
boyhuman facemantrousers,weapons,nonmilitary,
boyhuman facemantrousers,weapons,nonmilitary,
marine mammal,maritime,nonmilitary,
marine mammal,maritime,nonmilitary,
carglasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carglasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carglasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carglasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman facemantrousers,weapons,nonmilitary,
glasseshuman facemantruckwheelwindow,nonmilitary,ground_vehicles,ground_vehicles
glasseshuman faceland vehiclemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carglasseshuman facemantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
human facepersonweapon,weapons,nonmilitary,
human facepersonweapon,weapons,nonmilitary,
bicyclehelmethuman facemotorcyclewheelwoman,weapons,nonmilitary,
glasseshuman facemantrousers,weapons,nonmilitary,
human facemantrousers,weapons,nonmilitary,
traffic lighttruckwheel,nonmilitary,ground_vehicles,ground_vehicles
traffic lighttruckwheel,nonmilitary,ground_vehicles,ground_vehicles
traffic lighttruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearhuman facepersonweapon,weapons,nonmilitary,
human facepersonweaponwoman,weapons,nonmilitary,
human faceriflewoman,nonmilitary,weapons,weapons
human faceriflewoman,nonmilitary,weapons,weapons
weapon,weapons,nonmilitary,
human facepersonweapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
human facepersonweapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
footwearpersonweapon,weapons,nonmilitary,
human facepersonweapon,weapons,nonmilitary,
human facepersonweapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
boathelicopter,nonmilitary,maritime,maritime
palm treetruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
carfootwearpersontrouserstruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearpersontrouserstruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootweartrouserstruckwheelwoman,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearpersontrouserstruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tirefootwearpersontrouserstruckwheel,nonmilitary,ground_vehicles,ground_vehicles
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
weapon,weapons,nonmilitary,
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckvehicle registration plate,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersonpickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiremantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersonpickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirefootwearmantruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpersontruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepickup truck,nonmilitary,ground_vehicles,ground_vehicles
car tirepersonpickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tirepersonpickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckpersonwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
footwearpickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
pickup truckwheel,nonmilitary,ground_vehicles,ground_vehicles
marine mammal,maritime,nonmilitary,
marine mammal,maritime,nonmilitary,
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles,ground_vehicles
